filename,n_sequences,alignment_length,best_model,log_likelihood,aic_score,bic_score,method,freq_A,freq_R,freq_N,freq_D,freq_C,freq_Q,freq_E,freq_G,freq_H,freq_I,freq_L,freq_K,freq_M,freq_F,freq_P,freq_S,freq_T,freq_W,freq_Y,freq_V,gamma_shape,prop_invariant,insertion_rate,deletion_rate,insertion_events,deletion_events,mean_insertion_length,mean_deletion_length,total_gaps,indel_to_substitution_ratio,rf_length_distance
79589_NT_AL_AA.fasta,182,436,LG+I+G4,-7474.8328,15641.5121,17155.8498,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5622,0.2383,0.0058864300836777,0.0529778707531001,5,7,3.596535129932628,4.495668912415784,4671,3.20589885389116e-05,350
159013_NT_AL_AA.fasta,183,321,LG+I+G4,-11571.1691,23872.3383,25248.9143,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.1025,0.258,0.004574162027816,0.0411674582503447,2,3,4.863348416289593,6.079185520361991,2687,6.733145254142568e-06,356
55593_NT_AL_AA.fasta,179,584,LG+I+G4+F,-4791.3925,10334.785,11977.8678,ModelTest-NG,0.1057,0.0576,0.035,0.0496,0.0159,0.05,0.0707,0.102,0.0255,0.0308,0.0504,0.0489,0.0242,0.0185,0.1007,0.076,0.0359,0.0128,0.0275,0.0622,0.6019,0.5252,0.0092791000229585,0.0835119002066273,11,12,4.0,5.0,9700,0.0001341999929982,344
10046_NT_AL_AA.fasta,177,921,LG+I+G4+F,-42320.6418,85385.2836,87180.3548,ModelTest-NG,0.0701,0.0286,0.0287,0.0195,0.0115,0.0993,0.0363,0.0581,0.0249,0.0228,0.0983,0.0403,0.0385,0.0229,0.1437,0.1417,0.0554,0.0056,0.0137,0.0401,1.5172,0.0412,0.0256188004932,0.2305692044388008,52,53,3.6542054030405775,4.5677567538007215,41763,4.0608461720530246e-05,338
91851_NT_AL_AA.fasta,172,471,LG+I+G4,-7169.3051,15024.6101,16449.7264,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7063,0.2381,0.0042129561052683,0.0379166049474152,7,8,2.2472427983539096,2.809053497942387,3413,4.6034016068940544e-05,330
6197_NT_AL_AA.fasta,182,753,LG+I,-2872.8081,6466.2342,8143.5278,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.0217,0.8658,0.0034185601914685,0.030767041723217,2,5,11.05604719764012,13.820058997050149,4685,0.0002246830364307,350
7224_NT_AL_AA.fasta,169,989,LG+I+G4,-9395.6655,19465.3309,21115.5169,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5936,0.4869,0.0046936418951663,0.0422427770564972,13,14,2.9687795648060558,3.710974456007569,7845,8.05756082712354e-05,324
7030_NT_AL_AA.fasta,184,602,LG+I+G4+F,-8125.7377,17023.4753,18721.9747,ModelTest-NG,0.0969,0.0624,0.027,0.0419,0.0018,0.06,0.0803,0.0603,0.0205,0.0374,0.1225,0.0338,0.0142,0.0139,0.097,0.1277,0.0448,0.0017,0.0125,0.0434,0.6515,0.3454,0.0072972338581539,0.0656751047233858,20,21,1.8007240323029798,2.2509050403787247,8083,8.791303042648541e-05,354
23157_NT_AL_AA.fasta,182,424,LG+I+G4,-3613.478,7952.9559,9423.0092,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4785,0.558,0.002643582832262,0.0237922454903586,3,5,2.7109634551495017,3.388704318936877,2040,4.720710939067424e-05,350
11141_NT_AL_AA.fasta,170,676,LG+I+G4,-4114.1125,8906.2249,10437.2144,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.9003,0.6063,0.0069787678384963,0.0628089105464671,4,6,7.274376417233561,9.09297052154195,8020,8.893869455784128e-05,326
2157_NT_AL_AA.fasta,170,2413,LG+I+G4,-109021.6399,218721.2797,220683.624,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.3382,0.141,0.0109743789766217,0.0987694107895955,43,44,4.7151610369206605,5.893951296150825,45018,1.410979136808375e-05,326
203430_NT_AL_AA.fasta,158,759,LG+G4,-27529.7489,55687.4978,57141.9464,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,2.1035,0.0,0.0414911359050049,0.3734202231450443,19,27,11.273180402152365,14.091475502690455,49757,2.9301807985252272e-05,308
9968_NT_AL_AA.fasta,173,2303,LG+I+G4+F,-21086.2147,42900.4293,44990.5057,ModelTest-NG,0.0601,0.0516,0.0312,0.0463,0.0222,0.0911,0.0591,0.0619,0.0259,0.0379,0.1085,0.0495,0.0213,0.0321,0.0693,0.0891,0.0544,0.0093,0.0253,0.054,0.6033,0.5738,0.0083535172770374,0.0751816554933374,32,34,4.850719621060303,6.063399526325378,33282,7.767154820578724e-05,332
158866_NT_AL_AA.fasta,173,345,LG+I+G4,-4355.0395,9400.079,10726.1018,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6729,0.2578,0.0073603082851637,0.0662427745664739,5,6,4.30686274509804,5.383578431372549,4393,5.250797166478911e-05,330
5303_NT_AL_AA.fasta,176,133,LG+G4,-2165.4447,5030.8894,6042.5116,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4738,0.0,0.0040370813397129,0.0363337320574162,2,3,2.026809651474531,2.533512064343164,945,4.003715447935684e-05,338
5165_NT_AL_AA.fasta,184,416,LG+I+G4,-4053.142,8840.2841,10319.5456,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5058,0.616,0.0024874581939799,0.0223871237458193,1,3,6.861261261261261,8.576576576576576,1904,2.039214086890912e-05,352
6103_NT_AL_AA.fasta,172,896,LG+I+G4,-42870.7425,86427.4851,88073.1786,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.4,0.1045,0.0217874013704318,0.196086612333887,33,34,5.938890117178865,7.42361264647358,33577,2.8342896593268437e-05,330
9843_NT_AL_AA.fasta,176,1165,LG+I+G4,-35685.7531,72073.5062,73849.7335,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.9025,0.2336,0.003346176355833,0.030115587202497,5,6,5.652729145211123,7.065911431513904,6861,4.980072917322188e-06,338
54857_NT_AL_AA.fasta,184,540,LG+I+G4,-18793.0742,38320.1484,39895.1542,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.9025,0.1628,0.0033977455716586,0.0305797101449275,8,10,1.595274660366214,1.9940933254577675,3376,1.351163689727778e-05,354
59353_NT_AL_AA.fasta,184,168,LG+I+G4,-1746.9499,4227.8998,5374.3946,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.3521,0.3258,0.0025718167701863,0.023146350931677,1,3,2.890909090909091,3.613636363636364,795,3.574396597174439e-05,352
8776_NT_AL_AA.fasta,183,584,LG+I+G4,-7801.2305,16332.4609,17927.4748,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6543,0.3471,0.0023083688898869,0.0207753200089827,4,5,2.8686046511627907,3.5857558139534884,2467,1.902993832185546e-05,350
24140_NT_AL_AA.fasta,180,325,LG+I+G4,-6253.4942,13224.9884,14583.3816,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5616,0.2622,0.0042957264957264,0.0386615384615384,3,7,2.18759521218716,2.73449401523395,2513,2.5877908029914863e-05,346
537_NT_AL_AA.fasta,185,486,LG+I+G4+F,-14940.1348,30656.2695,32280.5185,ModelTest-NG,0.0943,0.0425,0.0355,0.0494,0.0051,0.0454,0.0375,0.055,0.0219,0.0338,0.1393,0.0232,0.0249,0.0535,0.0519,0.0893,0.0721,0.023,0.0325,0.07,0.6637,0.2195,0.0066955844733622,0.0602602602602602,12,14,2.1910828025477707,2.738853503184713,6020,2.694789210478584e-05,356
65991_NT_AL_AA.fasta,175,190,LG+G4,-4535.3741,9765.9412,10896.7126,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.405,0.207,0.0080812030075187,0.0727308270676691,2,4,6.285380116959065,7.856725146198831,2687,2.4602364287208e-05,336
51616_NT_AL_AA.fasta,181,265,LG+I+G4,-4472.9149,9667.8299,10960.1124,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7466,0.272,0.0077994370895444,0.0701949338059001,13,14,1.2751597784405624,1.593949723050703,3741,9.580685338357873e-05,348
2652_NT_AL_AA.fasta,9,345,LG+G4,-1531.9787,3060.2899,3157.4542,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.2825,0.0,0.0030917874396135,0.0278260869565217,0,2,38.400000000000006,48.0,96,0.0027816411682892,12
4675_NT_AL_AA.fasta,162,741,LG+G4,-19592.6998,39825.0488,41313.1758,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.0443,0.0426,0.0350618950034154,0.3155570550307393,25,29,7.761917934532042,9.702397418165052,42089,4.8478798156728365e-05,314
51248_NT_AL_AA.fasta,184,141,LG+G4,-1061.6703,2854.3328,3934.5867,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.305,0.4565,0.0020467160037002,0.0184204440333024,1,4,2.00377358490566,2.5047169811320757,531,0.0001178522604063,352
6901_NT_AL_AA.fasta,183,273,LG+I+G4,-3803.0618,8336.1236,9653.5809,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6009,0.3684,0.0093596749334454,0.0842370744010088,7,8,2.961836896278702,3.702296120348377,4676,8.600177737006565e-05,350
10159_NT_AL_AA.fasta,180,352,LG+G4,-6657.5547,14027.8287,15414.2893,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.3746,0.1871,0.0026388888888888,0.02375,1,3,5.105343511450382,6.3816793893129775,1672,9.808417093128468e-06,346
54440_NT_AL_AA.fasta,188,394,LG+I+G4,-7600.3662,15935.5166,17441.864,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.563,0.2636,0.0056931094070633,0.0512379846635705,9,13,1.8059957173447536,2.257494646680942,4217,4.956071187204325e-05,362
54552_NT_AL_AA.fasta,176,656,LG+I+G4,-15782.3173,32266.6345,33841.277,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8043,0.1384,0.0158060213414634,0.1422541920731707,14,15,5.949144254278728,7.43643031784841,18249,3.06174268058739e-05,336
11279_NT_AL_AA.fasta,168,366,LG+I+G4+F,-10045.3244,20798.6487,22180.1809,ModelTest-NG,0.0586,0.0478,0.0341,0.0526,0.0176,0.052,0.0454,0.0607,0.0384,0.0519,0.0876,0.0543,0.0306,0.0268,0.0913,0.1138,0.0678,0.0056,0.0091,0.054,1.0,0.1371,0.0079820452771272,0.0718384074941452,5,6,4.077258566978194,5.0965732087227416,4908,1.7224182125370123e-05,320
158830_NT_AL_AA.fasta,176,183,LG+I+G4,-10018.3345,20738.669,21865.1986,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.3648,0.0399,0.0152819175360158,0.137537257824143,8,8,3.0127008416220358,3.765876052027544,4922,2.448624791101697e-05,338
139065_NT_AL_AA.fasta,184,842,LG+I+G4,-8779.2549,18292.5098,20030.541,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6258,0.5496,0.0006183517504905,0.0055651657544149,4,9,1.0,1.1310507674144037,958,3.1126019676433056e-05,354
2277_NT_AL_AA.fasta,187,364,LG+I+G4,-11373.0645,23492.129,24945.7674,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.1055,0.1876,0.0055150731621319,0.0496356584591878,7,8,2.275151515151515,2.8439393939393938,3754,1.8000482412928666e-05,360
9210_NT_AL_AA.fasta,173,401,LG+I+G4+F,-20494.4017,41716.8034,43170.6053,ModelTest-NG,0.0532,0.0734,0.0378,0.0281,0.0236,0.0626,0.0517,0.051,0.0464,0.0468,0.1265,0.0396,0.026,0.0287,0.0721,0.077,0.0388,0.0214,0.0326,0.0628,1.2133,0.0499,0.0054026782754097,0.0486241044786876,7,12,2.179069767441861,2.7238372093023258,3748,1.3953484956307232e-05,330
1183_NT_AL_AA.fasta,175,762,LG+I+G4,-4346.3737,9373.9774,11008.6927,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4992,0.7567,0.0023059617547806,0.0207536557930258,1,3,6.340206185567011,7.925257731958763,3075,2.367270123275592e-05,336
8237_NT_AL_AA.fasta,181,943,LG+I+G4+F,-22878.5727,46517.1454,48359.7906,ModelTest-NG,0.0505,0.0589,0.0411,0.0681,0.0202,0.0495,0.0798,0.0562,0.031,0.0332,0.0949,0.051,0.0162,0.0407,0.0597,0.0728,0.0437,0.0172,0.0406,0.0746,0.8039,0.2427,0.007501039939537,0.0675093594558333,19,23,2.813846153846154,3.517307692307692,12803,2.1868473627401822e-05,348
79184_NT_AL_AA.fasta,178,296,LG+I+G4,-3366.0959,7442.1917,8752.2693,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5256,0.4275,0.0045285453993319,0.0407569085939872,2,5,3.521771217712177,4.402214022140221,2386,4.372048867014765e-05,342
90293_NT_AL_AA.fasta,178,623,LG+I+G4,-4907.1716,10522.3475,12098.6071,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8503,0.5578,0.0008269157934604,0.0074422421411437,1,3,3.705050505050506,4.631313131313132,917,1.8057141825306185e-05,344
56548_NT_AL_AA.fasta,174,501,LG+I+G4+F,-12199.4006,25130.8012,26674.079,ModelTest-NG,0.1234,0.1265,0.016,0.0493,0.0207,0.0348,0.0631,0.0744,0.0219,0.0124,0.1388,0.0207,0.0123,0.0318,0.0653,0.051,0.0299,0.0175,0.0252,0.0652,0.8574,0.4051,0.0066958037947094,0.0602622341523848,12,13,2.28454011741683,2.8556751467710373,5837,3.7222321481746176e-05,338
5935_NT_AL_AA.fasta,172,162,LG+G4+F,-1368.5768,3458.1143,4573.776,ModelTest-NG,0.0501,0.1103,0.0477,0.0761,0.0001,0.0317,0.0512,0.2077,0.0241,0.0192,0.0258,0.0196,0.0192,0.0514,0.0201,0.1014,0.0312,0.0001,0.0737,0.0394,0.3484,0.3394,0.007220786678151,0.0649870801033591,5,6,1.955771567436209,2.444714459295261,2012,0.0001619934024505,334
9643_NT_AL_AA.fasta,172,295,LG+G4,-2600.7666,5885.5333,7146.4788,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.3559,0.0,0.002680331099724,0.0241229798975167,2,11,1.0,1.1193415637860082,1360,0.0001039891851247,334
100272147_NT_AL_AA.fasta,173,70,LG+G4,-1725.5979,4139.1959,4912.6782,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6419,0.0,0.0040792733278282,0.0367134599504541,1,2,1.7486725663716816,2.185840707964602,494,2.7974897192252817e-05,330
57526_NT_AL_AA.fasta,173,1161,LG+I+G4,-14407.7542,29421.157,31250.1862,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.6119,0.2831,0.0034069692760376,0.0306627234843392,10,15,2.6861629048086364,3.357703631010795,6843,3.967126800480498e-05,332
5199_NT_AL_AA.fasta,184,478,LG+I+G4,-26028.1695,52790.339,54320.5861,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.2713,0.2295,0.0060385210114607,0.0543466891031471,11,14,2.028066825775656,2.5350835322195704,5311,1.407149784340224e-05,352
79742_NT_AL_AA.fasta,179,442,LG+I+G4,-14203.6609,29049.0817,30581.9195,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.8412,0.2214,0.005571424960186,0.0501428246416744,9,10,2.301827676240209,2.877284595300261,4408,1.861571577917058e-05,344
5422_NT_AL_AA.fasta,177,1490,LG+I+G4,-38545.8874,77797.7747,79670.9803,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.7359,0.2176,0.0035100291965267,0.0315902627687407,18,21,2.328805031446541,2.911006289308176,9257,1.6760576030915098e-05,340
54539_NT_AL_AA.fasta,183,152,LG+I+G4,-6381.9148,13493.8297,14597.5461,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.309,0.181,0.0036705493241299,0.0330349439171699,2,4,1.9634615384615384,2.454326923076923,1021,1.4265877922127328e-05,352
100288814_NT_AL_AA.fasta,29,202,LG+I+G4,-3889.2058,7879.2141,8080.9829,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,3.161,0.0742,0.0151758279276203,0.1365824513485831,3,5,8.367058823529412,10.458823529411765,889,0.0003015567869124,50
169966_NT_AL_AA.fasta,175,395,LG+I+G4,-14059.0046,28776.784,30204.6403,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.9001,0.1458,0.0024216998191681,0.0217952983725135,4,11,1.4111696522655428,1.7639620653319283,1674,1.6706930368855608e-05,334
2556_NT_AL_AA.fasta,178,497,LG+I+G4,-5174.4113,11026.007,12552.872,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.5757,0.6614,0.0043236949788619,0.0389132548097574,5,6,3.3152762730227523,4.14409534127844,3825,4.139540134723216e-05,342
56159_NT_AL_AA.fasta,149,918,LG+I+G4,-45482.5661,91559.1321,92991.3247,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.4928,0.029,0.0099961983301896,0.0899657849717068,8,8,8.688165210484511,10.86020651310564,13673,6.423154186210452e-06,288
25763_NT_AL_AA.fasta,49,115,LG+G4,-1808.1382,3808.2765,4071.79,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.4311,0.0,0.0091748003549245,0.0825732031943212,2,4,3.109774436090225,3.887218045112782,517,0.0001841507580872,92
286451_NT_AL_AA.fasta,174,238,LG+G4,-4323.2446,9338.4893,10539.8949,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.414,0.0,0.0036342123056119,0.0327079107505071,2,3,3.2628726287262872,4.078590785907859,1505,1.7760727479397556e-05,330
10389_NT_AL_AA.fasta,170,754,LG+I+G4,-27168.517,54932.0436,56583.042,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.1025,0.1671,0.0159276018099547,0.1433484162895927,24,27,4.301501185146168,5.37687648143271,20416,2.912208893314939e-05,326
5160_NT_AL_AA.fasta,179,391,LG+I+G4,-3417.2858,7548.5716,8965.4002,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.789,0.5797,0.0012887739501921,0.0115989655517295,1,2,3.7583333333333337,4.697916666666667,902,1.814135745730734e-05,344
402415_NT_AL_AA.fasta,180,453,LG+G4,-9241.6402,19196.2007,20672.7698,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.4551,0.1475,0.0023975962717684,0.0215783664459161,2,9,2.748681898066784,3.43585237258348,1955,1.9161025776805405e-05,346
389874_NT_AL_AA.fasta,140,180,LG+I+G4,-7685.898,15929.796,16820.631,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.7959,0.0855,0.0066547619047619,0.0598928571428571,6,11,1.246840148698885,1.558550185873606,1677,4.574023849498472e-05,270
2258_NT_AL_AA.fasta,161,256,LG+G4,-1118.5704,2877.1409,4011.5976,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,0.1808,0.0,0.0058933423913043,0.0530400815217391,1,2,9.253333333333334,11.566666666666666,2429,0.0001289934213355,308
90161_NT_AL_AA.fasta,175,725,LG+I+G4+F,-12987.2529,26710.5058,28398.217,ModelTest-NG,0.0636,0.0918,0.0513,0.0412,0.0257,0.0619,0.0504,0.0608,0.0238,0.0259,0.1054,0.0521,0.0189,0.0481,0.0566,0.0892,0.05,0.0143,0.023,0.0461,0.6817,0.3621,0.0187877832512315,0.1690900492610837,17,18,7.272921434019833,9.09115179252479,23837,5.828029826191499e-05,336
392465_NT_AL_AA.fasta,181,152,LG+G4,-6064.4747,12847.6013,13937.5464,ModelTest-NG,0.0791,0.0559,0.042,0.0531,0.0129,0.0408,0.0716,0.0573,0.0224,0.0622,0.0991,0.0646,0.023,0.0423,0.044,0.0612,0.0533,0.0121,0.0342,0.0691,1.0,0.0551,0.0078838325094504,0.0709544925850537,3,4,3.0072790294627385,3.759098786828423,2169,1.9440448352283143e-05,346
